full_name,season,games_started,games_played,avg_turnovers,avg_steals,avg_twos_made,avg_two_twos_pct,avg_threes_made,avg_threes_pct,avg_free_throws_made,avg_free_throws_pct,avg_minutes,avg_points,avg_rebounds,avg_assists
Zach McCormick,2016,31,31,0.7,0.1,0.4,11.1,0.2,7.4,0.1,11.1,6.2,1.7,0.6,0.4
Jay DeHaan,2015,34,34,0.1,0.0,0.1,0.0,0.0,0.0,0.1,3.8,3.1,0.2,0.6,0.1
Kyle Broekhuis,2016,33,33,0.2,0.0,0.1,5.2,0.0,0.0,0.1,3.4,3.1,0.3,0.6,0.1
Malik Pugh,2016,35,35,0.8,0.2,0.5,18.3,0.2,10.7,0.6,21.0,6.8,2.4,0.6,0.9
Ky're Allison,2016,35,35,0.8,0.2,0.4,28.7,0.4,14.0,0.2,11.1,7.2,2.1,0.6,0.6
Kelvin Amayo,2015,33,33,0.5,0.2,0.0,0.0,0.1,10.0,0.0,0.0,9.8,0.3,0.6,0.4
Cameron Gottfried,2015,34,34,0.3,0.0,0.2,0.2,0.1,8.3,0.1,6.3,2.9,0.7,0.6,0.1
Iman Miller,2016,31,31,0.6,0.3,0.1,10.5,0.1,5.3,0.2,5.3,8.4,0.6,0.6,0.9
Iman Miller,2015,32,32,0.4,0.2,0.1,0.1,0.0,0.0,0.2,8.0,5.3,0.3,0.6,0.5
Aric Dickerson,2014,36,36,0.8,0.3,0.3,0.1,0.5,16.4,0.1,6.1,11.1,2.2,0.6,0.2
Mark Blackmon,2013,30,30,0.0,0.0,0.2,5.0,0.2,10.0,0.0,0.0,6.2,1.0,0.6,0.0
Arthur Wade,2014,29,29,0.1,0.4,0.3,0.2,0.1,10.7,0.1,1.8,7.6,1.1,0.6,0.1
Carlton Lowe,2016,33,33,0.4,0.0,0.6,25.3,0.4,22.8,0.6,26.6,6.9,2.9,0.6,0.2
Alex Stecca,2014,38,38,0.0,0.1,0.1,0.1,0.0,0.0,0.1,6.3,2.8,0.4,0.6,0.1
Chris Harrison-Docks,2016,32,32,0.9,0.5,0.5,29.8,1.3,27.7,0.5,18.3,16.4,5.3,0.6,0.7
Gunther Klimes,2016,32,32,0.4,0.2,0.1,3.0,0.1,9.1,0.0,0.0,5.1,0.5,0.6,0.5
Devon Carter,2014,30,30,0.1,0.2,0.2,0.1,0.1,7.0,0.2,10.5,4.6,0.9,0.6,0.3
Austin Evans,2014,31,31,0.2,0.0,0.4,0.2,0.0,0.0,0.2,7.6,3.6,1.0,0.6,0.0
Chinedu Amajoyi,2014,38,38,0.3,0.0,0.2,0.1,0.0,2.0,0.1,4.0,6.1,0.6,0.6,0.5
Tiremone Williams,2014,36,36,0.6,0.3,0.2,0.1,0.1,3.4,0.2,10.9,7.4,0.8,0.6,0.6
Isaac Belton,2014,34,34,0.2,0.2,0.3,0.1,0.2,10.2,0.1,5.6,2.8,1.3,0.6,0.1
Jabbar Washington,2014,31,31,0.2,0.2,0.3,0.2,0.2,14.0,0.2,4.7,6.7,1.3,0.6,0.4
Peyton Woods,2016,31,31,0.2,0.2,0.1,3.6,0.9,14.0,0.4,17.9,9.4,3.4,0.6,0.2
Jamaya Burr,2013,31,31,0.8,0.4,0.6,15.0,0.2,6.7,1.0,38.3,12.2,2.8,0.6,0.6
Dominique Hawkins,2015,36,36,0.2,0.2,0.3,0.1,0.2,12.7,0.5,12.9,9.6,1.7,0.6,0.4
Raymond Doby,2015,34,34,0.2,0.1,0.3,1.3,0.0,0.0,0.3,7.4,6.7,0.9,0.6,0.1
Max Livingston,2015,32,32,0.1,0.2,0.2,0.1,0.4,14.6,0.1,6.3,8.3,1.5,0.6,0.5
Elliot Pitts,2013,38,38,0.2,0.1,0.1,10.5,0.3,15.3,0.1,2.6,5.3,1.2,0.6,0.2
Eli Stalzer,2013,35,35,0.3,0.2,0.2,16.2,0.1,10.0,0.3,14.3,6.5,1.2,0.6,0.2
Jeff Wu,2016,31,31,0.9,0.3,0.4,23.9,0.5,14.7,0.0,0.0,10.5,2.2,0.6,0.5
Richard Bell,2013,32,32,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.6,0.4
Kevin Franceschi,2014,33,33,1.0,0.1,0.6,0.3,0.2,10.0,0.8,27.5,8.4,2.6,0.6,0.4
Link Kabadyundi,2014,33,33,0.2,0.1,0.3,0.1,0.0,0.0,0.1,2.8,4.9,0.6,0.6,0.1
Mason Green,2017,37,37,0.3,0.1,0.4,18.2,0.0,0.0,0.2,7.9,3.2,1.2,0.6,0.1
Costa Anderson,2016,35,35,0.2,0.2,0.3,24.1,0.4,22.1,0.3,6.9,7.2,2.2,0.6,0.6
Max Twyman,2016,32,32,0.3,0.1,0.2,18.5,0.2,13.6,0.1,5.6,6.0,1.1,0.6,0.3
Talek Williams,2017,32,32,0.5,0.2,0.5,29.7,0.1,3.1,0.7,23.4,7.4,1.9,0.6,0.6
Noah Yates,2016,29,29,0.4,0.2,0.2,6.3,0.3,15.6,0.2,6.3,3.7,1.3,0.6,0.2
Patrick Triplett,2016,30,30,0.2,0.3,0.2,17.3,0.0,0.0,0.4,14.4,5.9,0.9,0.6,0.2
Will Emery,2016,27,27,0.4,0.0,0.6,33.3,0.0,0.0,0.5,14.6,5.8,1.8,0.6,0.0
Antonio Bisutti,2016,31,31,0.1,0.1,0.1,5.6,0.1,5.6,0.0,0.0,0.9,0.3,0.6,0.1
Dwayne Rose Jr.,2017,34,34,0.2,0.1,0.2,12.3,0.1,10.5,0.6,31.6,2.5,1.4,0.6,0.2
Rod Mills,2014,32,32,0.4,0.1,0.3,0.1,0.3,11.5,0.1,6.3,5.3,1.4,0.6,0.0
Josh Gomez,2015,33,33,0.4,0.3,0.4,0.2,0.1,9.1,0.3,6.8,5.1,1.4,0.6,0.1
Innocent Nwoko,2017,36,36,0.1,0.1,0.3,18.7,0.0,0.0,0.0,1.6,2.6,0.6,0.6,0.0
Matt Chastain,2016,32,32,0.2,0.1,0.3,16.7,0.1,3.3,0.0,0.0,2.5,0.7,0.6,0.0
Justin Dahl,2016,30,30,0.3,0.0,0.4,13.0,0.0,0.0,0.1,5.8,2.9,0.9,0.6,0.0
Caleb Morris,2016,33,33,0.2,0.1,0.2,12.0,0.0,1.3,0.6,23.9,3.9,1.2,0.6,0.3
Robby Dosier,2015,29,29,0.5,0.1,0.1,0.1,0.1,5.9,0.1,2.9,6.2,0.4,0.6,0.2
Schnider Herard,2017,37,37,0.3,0.0,0.1,5.3,0.0,0.0,0.1,4.2,2.4,0.3,0.6,0.0
Bray Barnes,2016,35,35,0.1,0.0,0.1,13.0,0.1,2.9,0.0,2.2,2.2,0.6,0.6,0.0
A.J. Lapray,2015,32,32,0.2,0.2,0.1,0.0,0.4,15.0,0.0,1.6,12.2,1.3,0.6,0.3
Lew Stallworth,2014,33,33,0.4,0.1,0.3,0.1,0.1,4.3,0.5,21.7,7.6,1.4,0.6,0.4
Clay Weatherspoon,2017,34,34,0.1,0.1,0.1,5.6,0.0,0.0,0.2,8.3,4.3,0.3,0.6,0.0
Jeremiah Livingston,2017,32,32,0.5,0.4,0.2,9.5,0.1,3.8,0.1,6.8,7.7,0.8,0.6,0.5
Branden Aughburns,2015,30,30,0.1,0.0,0.1,0.0,0.0,0.0,0.2,10.0,2.5,0.3,0.6,0.0
Marcus Wallace,2017,37,37,0.6,0.0,0.0,0.0,0.4,7.6,0.2,9.1,4.7,1.3,0.6,0.3
Kareem Wright,2017,31,31,1.0,0.3,0.3,19.8,0.1,4.8,0.2,9.5,7.0,1.1,0.6,0.6
Henry Taylor,2017,32,32,0.4,0.2,0.2,16.1,0.2,10.5,0.2,9.7,4.7,1.1,0.6,0.3
Maishe Dailey,2016,34,34,0.2,0.1,0.2,12.1,0.1,2.9,0.1,4.5,2.8,0.8,0.6,0.2
Cole Welle,2016,34,34,0.0,0.0,0.3,7.5,0.0,0.0,0.0,0.0,1.5,0.7,0.6,0.0
Garrett Franken,2017,32,32,0.1,0.1,0.0,0.0,0.2,11.9,0.0,0.0,4.7,0.6,0.6,0.0
Ryan Maas,2017,28,28,0.3,0.0,0.1,14.3,0.4,14.3,0.0,0.0,5.6,1.6,0.6,0.1
Dallas Polk-Hilliard,2017,34,34,0.2,0.0,0.3,12.5,0.2,11.1,0.1,4.2,2.9,1.1,0.6,0.0
Arell Hennings,2016,36,36,0.8,0.3,0.4,18.4,0.2,8.0,0.5,20.1,7.7,1.8,0.6,1.0
Desmond Ross,2013,31,31,0.3,0.0,0.3,10.0,0.0,0.0,0.2,15.0,4.3,0.8,0.6,0.1
Sam Walters,2017,32,32,0.5,0.2,0.2,15.4,0.2,3.5,0.0,0.0,4.7,0.8,0.6,0.6
Jose Garcia-Gonzalez,2017,32,32,0.0,0.1,0.2,4.4,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.0
Ajon Efferson,2014,33,33,0.6,0.1,0.4,0.2,0.9,30.6,0.1,6.2,11.2,3.6,0.6,0.6
John Miller,2015,33,33,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,4.0,0.2,0.6,0.0
Matt Staubi,2016,33,33,0.9,0.3,0.0,1.9,0.2,13.5,0.1,5.8,8.1,0.7,0.6,1.1
Colton Bishop,2014,30,30,0.3,0.1,0.2,1.9,0.1,5.4,0.2,9.5,7.0,0.8,0.6,0.2
Connor Kern,2015,31,31,0.4,0.3,0.4,0.3,0.6,18.3,0.0,0.0,9.4,2.6,0.6,0.2
Grant Townsend,2017,34,34,0.3,0.0,0.3,4.5,0.0,0.0,0.1,4.5,2.8,0.7,0.6,0.0
Jaylen Stowe,2015,34,34,0.3,0.1,0.1,0.0,0.3,15.2,0.2,8.9,4.0,1.1,0.6,0.2
Dylan Brewster,2017,33,33,0.6,0.0,0.1,11.1,0.3,11.1,0.3,5.6,6.3,1.3,0.6,0.6
Dillon Reppart,2017,34,34,0.1,0.1,0.0,0.0,0.2,12.5,0.2,6.9,2.6,0.7,0.6,0.3
Benquan Petty,2014,30,30,2.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,11.4,1.0,0.6,1.8
David Bloom,2014,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.4,15.0,2.0,0.4,0.6,0.0
Stephen O'Suji,2017,31,31,0.3,0.3,0.1,10.7,0.0,0.0,0.4,17.9,3.7,0.6,0.6,0.5
Matz Stockman,2016,34,34,0.2,0.1,0.3,11.2,0.0,0.0,0.3,7.5,2.2,0.9,0.6,0.1
Gaston Diedhiou,2015,31,31,0.1,0.1,0.2,0.1,0.0,0.0,0.2,8.1,5.5,0.5,0.6,0.0
Jeff Howard,2013,32,32,0.2,0.1,0.2,13.5,0.0,0.0,0.3,11.5,4.0,0.6,0.6,0.2
Ben Mills,2013,35,35,0.1,0.0,0.3,14.5,0.0,2.9,0.2,9.3,2.8,0.9,0.6,0.1
Gorjok Gak,2016,36,36,0.2,0.0,0.3,18.1,0.0,0.0,0.0,1.4,2.2,0.6,0.6,0.0
Jaaron Simmons,2013,33,33,0.8,0.3,0.6,25.5,0.0,1.5,0.7,31.1,10.7,2.0,0.6,1.1
Justice Kithcart,2016,33,33,0.5,0.3,0.3,15.2,0.1,4.0,0.2,5.2,11.7,1.2,0.6,1.0
Aaron Epps,2014,33,33,0.2,0.1,0.2,0.1,0.1,4.5,0.0,0.0,5.8,0.5,0.6,0.1
Tyree Crump,2016,34,34,0.4,0.1,0.4,18.9,0.6,19.0,0.5,13.2,6.1,3.0,0.6,0.4
Jacquil Taylor,2015,35,35,0.1,0.1,0.2,0.1,0.1,1.9,0.1,4.5,5.0,0.7,0.6,0.1
Alex Foster,2014,32,32,0.4,0.0,0.3,0.2,0.0,0.0,0.1,4.7,6.0,0.7,0.6,0.1
Alex Barcello,2017,35,35,0.2,0.1,0.3,13.8,0.2,6.2,0.2,3.8,5.8,1.4,0.6,0.5
Maurice O'Field,2015,32,32,0.2,0.0,0.1,0.1,0.0,3.1,0.0,1.6,6.7,0.4,0.6,0.1
Brandon Randolph,2014,37,37,0.3,0.2,0.4,0.2,0.2,8.1,0.1,2.0,9.7,1.3,0.6,0.7
Tyler Clement,2017,33,33,0.2,0.1,0.2,18.2,0.4,14.8,0.2,9.1,5.3,1.8,0.6,0.6
Ted Bancroft,2013,35,35,0.1,0.3,0.1,7.1,0.0,2.9,0.1,4.3,4.5,0.3,0.6,0.1
Michael Williams,2016,40,40,0.4,0.2,0.1,9.2,0.4,16.2,0.2,10.5,6.0,1.7,0.6,0.4
Xavier Simpson,2016,38,38,0.5,0.5,0.3,21.1,0.1,10.5,0.6,25.0,8.7,1.6,0.6,1.0
Jan Grzelinski,2014,33,33,1.3,0.3,0.5,0.2,0.3,12.5,0.2,9.4,15.7,2.0,0.6,1.9
Chris Tange,2014,31,31,0.1,0.0,0.3,0.0,0.2,15.4,0.0,0.0,3.9,1.1,0.6,0.2
Nathaniel Musters,2014,33,33,0.1,0.2,0.1,0.1,0.0,0.0,0.0,2.0,4.5,0.3,0.6,0.0
Bik Gill,2015,35,35,0.2,0.2,0.1,0.1,0.2,18.2,0.3,6.8,5.2,1.1,0.6,0.1
Noah Arciero,2014,30,30,0.3,0.1,0.1,0.1,0.0,0.0,0.1,6.3,2.2,0.3,0.6,0.1
Ryan Burnett,2014,35,35,0.4,0.0,0.5,0.3,0.1,9.5,0.2,12.7,7.2,1.6,0.6,0.5
Sean Brennan,2013,32,32,1.0,0.2,0.2,20.0,0.2,10.0,1.0,35.0,8.4,2.0,0.6,0.2
Dominique Major,2014,32,32,0.5,0.5,0.1,0.1,1.3,25.3,0.6,15.6,18.0,4.7,0.6,0.6
Yunus Hopkinson,2014,35,35,0.7,0.4,0.4,0.2,0.3,13.9,0.7,20.4,11.0,2.7,0.6,0.7
Tevin Glass,2014,35,35,0.1,0.0,0.3,0.1,0.1,7.4,0.4,14.2,5.9,1.1,0.6,0.1
Brandon Charnov,2016,30,30,0.2,0.2,0.2,10.0,0.0,0.0,0.4,20.0,2.2,0.8,0.6,0.0
Kyle Haber,2014,31,31,0.0,0.3,0.0,0.0,0.4,23.8,0.0,0.0,9.3,1.3,0.6,0.1
Kendall Jackson,2014,28,28,0.5,0.4,0.3,0.2,0.5,22.3,0.5,10.9,9.2,2.5,0.6,0.5
John Sica,2015,35,35,0.1,0.1,0.2,0.1,0.1,5.6,0.1,2.8,5.4,0.6,0.6,0.1
Jamal Lewis,2015,28,28,0.7,0.3,0.8,0.4,0.0,2.0,0.7,26.0,9.2,2.5,0.6,0.9
Garrett Mayleben,2015,34,34,0.2,0.0,0.2,0.2,0.0,4.8,0.2,8.7,5.6,0.7,0.6,0.1
Cole Israelson,2016,32,32,0.1,0.0,0.2,20.0,0.0,0.0,0.3,15.0,1.7,0.7,0.6,0.0
Ryan Sawvell,2013,33,33,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.6,0.0
Jonathan Barnes,2016,38,38,0.1,0.1,0.2,16.7,0.0,0.0,0.2,13.3,2.7,0.6,0.6,0.0
Dezmyn Trent,2013,34,34,0.0,0.1,0.3,19.0,0.0,0.0,0.0,0.0,1.7,0.6,0.6,0.1
Brian Bridgewater,2016,31,31,0.2,0.1,0.3,15.2,0.0,0.0,0.2,8.6,3.6,0.9,0.6,0.1
John Cannon,2013,34,34,0.3,0.0,0.4,15.6,0.0,0.0,0.1,4.8,2.7,0.8,0.6,0.0
Jared Dimakos,2013,32,32,0.4,0.0,0.2,20.0,0.0,0.0,0.0,0.0,3.4,0.4,0.6,0.0
Bola Alade,2016,33,33,0.3,0.1,0.4,17.3,0.1,7.9,0.2,10.5,4.8,1.3,0.6,0.2
Noah Frampton,2015,33,33,0.2,0.6,0.1,0.1,0.1,1.8,0.0,0.0,10.7,0.5,0.6,0.3
Novian Cherry,2015,32,32,0.6,0.1,0.4,0.1,0.0,0.0,0.2,8.8,8.6,1.1,0.6,0.1
Martin Jones II,2016,32,32,0.2,0.1,0.2,12.3,0.2,5.8,0.2,9.6,5.5,1.2,0.6,0.3
George Gudadze,2014,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.6,0.0
Joshua Friar,2014,26,26,0.2,0.0,0.2,0.1,0.0,0.0,0.0,0.0,6.2,0.3,0.6,0.2
Xavier Eaglin,2017,24,24,0.0,0.0,0.4,14.3,0.0,0.0,0.0,0.0,1.6,0.9,0.6,0.0
Austin Cox,2014,32,32,0.3,0.2,0.3,0.1,0.0,0.0,0.3,9.2,4.1,0.8,0.6,0.1
John Sanders,2015,34,34,0.5,0.2,0.3,0.1,0.2,8.2,0.1,5.9,8.2,1.2,0.6,0.4
Shane Benton,2014,30,30,0.1,0.1,0.2,0.1,0.2,10.7,0.3,11.9,6.6,1.2,0.6,0.2
Noah Wells,2016,28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.6,0.4
Mark Patterson,2014,29,29,0.0,0.0,0.0,0.0,0.2,6.7,0.0,0.0,6.0,0.6,0.6,0.0
Nelson Maxwell,2016,31,31,0.7,0.3,0.5,30.9,0.2,15.4,0.2,7.7,7.1,1.8,0.6,0.3
Luke Moyer,2014,32,32,0.8,0.2,0.1,0.1,1.0,27.7,0.2,13.2,9.8,3.4,0.6,0.6
Terrance O'Donohue,2016,35,35,0.1,0.2,0.2,14.5,0.0,0.0,0.3,10.9,5.0,0.7,0.6,0.0
Cameron McGee,2016,34,34,0.4,0.4,0.4,15.7,0.3,10.8,1.1,29.8,6.0,3.0,0.6,1.1
Chris Havsa,2016,21,21,0.4,0.2,0.3,16.7,0.0,0.0,0.0,0.0,4.5,0.5,0.6,0.3
Cameron Neubauer,2014,31,31,0.1,0.1,0.2,0.1,0.3,16.7,0.1,3.8,8.4,1.4,0.6,0.1
Dom Uhl,2017,33,33,0.3,0.0,0.1,3.2,0.0,0.0,0.0,1.6,2.4,0.2,0.6,0.2
Andy Van Vliet,2016,37,37,0.1,0.0,0.1,6.5,0.1,2.8,0.1,4.2,1.3,0.5,0.6,0.1
Lynrick Moxey,2016,28,28,0.7,0.2,0.8,23.3,0.0,0.0,0.2,7.1,5.9,1.9,0.6,0.4
Will Lyle,2013,33,33,0.0,0.0,0.6,30.0,0.0,0.0,0.0,0.0,2.0,1.2,0.6,0.0
Lucas Eitel,2013,34,34,0.2,0.2,0.0,0.0,0.4,26.7,0.0,0.0,8.4,1.2,0.6,0.4
Aaron Tyser,2013,33,33,0.2,0.0,0.2,20.0,0.2,20.0,0.0,0.0,0.6,1.0,0.6,0.2
Pete Kpan,2013,31,31,0.2,0.0,0.2,20.0,0.0,0.0,0.4,30.0,4.4,0.8,0.6,0.4
James Ringholt,2017,35,35,0.1,0.0,0.1,4.8,0.1,8.9,0.4,10.7,1.5,1.1,0.6,0.1
Jamal Thomas,2017,31,31,0.4,0.1,0.1,3.6,0.5,24.6,0.1,3.6,4.7,1.6,0.6,0.6
Dusan Majstorovic,2015,31,31,0.1,0.0,0.1,0.1,0.1,6.8,0.1,4.5,5.7,0.5,0.6,0.2
David Urso,2014,34,34,0.2,0.0,0.0,0.0,0.1,7.7,0.0,0.0,3.1,0.2,0.6,0.2
Deshaun Thrower,2015,33,33,0.2,0.2,0.5,0.2,0.1,3.3,0.5,14.9,8.6,1.9,0.6,0.5
Ashtyn Bradley,2016,32,32,0.1,0.1,0.1,6.8,0.7,24.8,0.2,9.9,5.1,2.5,0.6,0.0
"Lorenzen Wright, Jr.",2016,23,23,0.7,0.1,0.1,10.0,1.1,33.3,0.1,3.3,10.8,3.4,0.6,0.2
Grant Golden,2016,35,35,0.1,0.0,0.2,15.2,0.0,3.6,0.1,5.4,2.4,0.6,0.6,0.3
Jon Schmidt,2014,31,31,0.1,0.0,0.3,0.2,0.0,0.0,0.0,0.0,3.0,0.5,0.6,0.0
Peter Barba,2016,27,27,0.1,0.1,0.3,25.0,0.0,0.0,0.0,0.0,3.9,0.5,0.6,0.3
Cameron Smith,2017,59,59,0.4,0.3,0.4,22.1,0.0,3.4,0.4,19.0,4.8,1.5,0.6,0.4
Matty Smith,2017,36,36,0.7,0.2,0.3,18.5,0.0,3.7,0.0,1.9,7.3,0.7,0.6,1.2
Luqman Lundy,2017,33,33,0.4,0.4,0.2,10.9,0.1,7.7,0.2,11.5,5.3,0.8,0.6,0.4
Dawson Verhines,2014,33,33,0.4,0.3,0.1,0.1,0.1,10.2,0.2,10.9,7.4,0.7,0.6,0.2
Michael Benkert,2016,30,30,0.2,0.2,0.1,3.7,0.2,15.1,0.2,7.4,5.1,1.0,0.6,0.2
Steve Harris,2016,30,30,0.3,0.4,0.5,27.1,0.1,7.1,0.3,14.3,6.6,1.5,0.6,0.4
Steve Harris,2015,36,36,0.1,0.1,0.4,0.2,0.1,6.3,0.1,3.1,3.0,1.0,0.6,0.0
Jachai Taylor,2017,32,32,0.1,0.1,0.2,6.5,0.2,8.3,0.0,0.0,4.8,0.9,0.6,0.0
Jake Spurgeon,2017,34,34,0.3,0.0,0.2,16.7,0.1,2.9,0.3,13.5,4.4,1.0,0.6,0.2
Nehemiah Allen,2016,31,31,0.0,0.1,0.1,11.1,0.0,0.0,0.0,0.0,2.0,0.2,0.6,0.0
Khalil Fuller,2017,38,38,0.2,0.2,0.3,26.2,0.0,0.0,0.0,0.0,3.3,0.6,0.6,0.0
Marquis Godwin,2017,32,32,0.1,0.0,0.0,4.2,0.6,26.1,0.3,12.5,3.8,2.3,0.6,0.0
Rodney Ross,2017,32,32,0.1,0.0,0.3,16.7,0.0,0.0,0.0,0.0,2.6,0.7,0.6,0.0
Marius McAllister,2015,32,32,0.1,0.2,0.2,2.9,0.0,0.0,0.3,14.7,3.6,0.6,0.6,0.2
Marius McAllister,2016,34,34,0.4,0.1,0.3,11.5,0.0,0.0,0.2,7.7,3.2,0.9,0.6,0.2
Montreal Nabors,2016,32,32,0.3,0.0,0.1,4.2,0.0,0.0,0.0,0.0,2.2,0.2,0.6,0.0
Lorenzo Hunt,2016,32,32,0.0,0.0,0.2,18.0,0.0,2.0,0.2,6.2,4.4,0.8,0.6,0.1
Nick Fuller,2016,31,31,0.0,0.1,0.2,16.7,0.0,0.0,0.2,7.1,3.0,0.6,0.6,0.1
Sam Dowd,2017,30,30,0.8,0.2,0.4,19.0,0.2,13.8,0.7,13.6,9.3,1.9,0.6,0.9
Ibrahim Sylla,2017,38,38,0.3,0.0,0.1,12.5,0.0,0.0,0.1,3.2,2.0,0.7,0.6,0.0
Adam Dykman,2016,35,35,0.1,0.0,0.1,14.3,0.0,0.0,0.2,5.4,1.6,0.5,0.6,0.1
Tyrone Powell,2017,33,33,0.2,0.2,0.4,20.0,0.0,0.0,0.2,10.0,2.4,1.1,0.6,0.2
Nate Sestina,2015,31,31,0.5,0.3,0.4,0.1,0.3,22.2,0.1,11.1,8.0,1.9,0.6,0.4
Ed Seay,2014,31,31,0.4,0.0,0.5,0.1,0.0,0.0,0.1,4.5,5.0,1.2,0.6,0.2
D'Angelo West,2015,31,31,0.3,0.0,0.1,0.1,0.3,15.2,0.3,14.3,5.0,1.4,0.6,0.1
Kyle Buffkin,2014,34,34,0.3,0.1,0.0,0.0,0.0,0.0,0.1,6.3,4.6,0.1,0.6,0.1
Kevin Brown,2013,35,35,0.8,0.4,0.8,40.0,1.2,34.0,0.2,10.0,25.0,5.4,0.6,1.4
Cameron Corcoran,2017,32,32,0.9,0.3,0.6,31.7,1.5,35.9,1.1,41.7,17.3,6.7,0.6,0.9
Dexter Gooding,2017,30,30,0.3,0.4,0.1,9.4,0.3,2.5,0.0,0.0,3.0,1.3,0.6,0.3
Stevie Repichowski,2017,32,32,0.2,0.3,0.1,12.5,0.9,22.6,0.1,6.3,8.0,3.1,0.6,0.1
Jacob Guest,2017,29,29,0.6,0.1,0.1,8.3,0.3,11.0,0.1,6.8,6.8,1.4,0.6,0.2
Jack Salt,2015,37,37,0.3,0.0,0.5,0.2,0.0,0.0,0.1,2.7,6.2,1.0,0.6,0.0
Gaston Diedhiou,2017,32,32,0.1,0.1,0.4,14.6,0.0,0.0,0.1,3.1,4.8,0.8,0.6,0.1
Roman Sorkin,2015,38,38,0.1,0.0,0.3,0.1,0.1,6.6,0.2,7.2,5.6,1.1,0.6,0.1
Jalek Felton,2017,31,31,0.8,0.3,0.4,25.5,0.4,10.1,0.1,6.5,6.9,2.0,0.6,1.1
Nick Babb,2014,36,36,0.1,0.1,0.1,0.1,0.1,6.9,0.1,2.8,4.8,0.5,0.6,0.4
Mitchell Smith,2016,32,32,0.2,0.1,0.3,10.7,0.0,0.0,0.2,8.9,2.6,0.8,0.6,0.1
Terence Davis,2015,32,32,0.2,0.2,0.3,0.1,0.1,6.3,0.2,6.6,6.9,1.1,0.6,0.2
Elijah Thomas,2015,36,36,0.3,0.0,0.3,0.1,0.0,0.0,0.2,1.9,9.9,0.8,0.6,0.2
James Bolden,2016,37,37,0.2,0.2,0.3,16.0,0.6,21.9,0.2,10.8,4.2,2.5,0.6,0.2
Tanner Sanders,2014,31,31,0.3,0.2,0.1,0.0,0.2,7.5,0.0,0.0,5.6,0.7,0.6,0.2
Henry Baddley,2016,34,34,0.2,0.2,0.3,14.7,0.0,0.0,0.1,4.1,3.4,0.8,0.6,0.1
Ismael Sanogo,2014,31,31,0.2,0.1,0.1,0.1,0.0,0.0,0.1,5.4,5.6,0.3,0.6,0.0
Rashed Anthony,2015,34,34,0.1,0.1,0.1,0.1,0.0,0.0,0.1,4.4,4.9,0.4,0.6,0.1
Janari Joesaar,2013,33,33,0.1,0.1,0.2,12.9,0.1,6.5,0.3,8.6,1.6,0.9,0.6,0.0
Edwin Olympio,2014,30,30,0.3,0.3,0.1,0.1,0.0,0.0,0.3,6.3,4.4,0.5,0.6,0.1
Arturs Bremers,2015,32,32,0.2,0.0,0.0,0.0,0.2,6.1,0.0,0.0,5.3,0.5,0.6,0.3
Alex Paquin,2015,31,31,0.3,0.1,0.5,0.3,0.1,5.9,0.3,11.8,7.6,1.6,0.6,0.1
Tristan Thomas,2015,32,32,0.4,0.6,0.0,0.0,0.7,30.6,0.0,2.4,10.3,2.3,0.6,1.0
Dennis Levene,2015,31,31,0.2,0.1,0.2,0.2,0.1,5.3,0.0,0.0,2.8,0.5,0.6,0.2
Robert Mischler,2015,28,28,0.3,0.1,0.1,0.0,0.5,25.4,0.1,6.5,6.3,1.7,0.6,0.3
Alexander Lee,2016,27,27,0.0,0.0,0.3,10.2,0.0,0.0,0.0,0.0,1.7,0.7,0.6,0.0
Jack Bentz,2014,35,35,0.2,0.1,0.1,0.0,0.0,0.0,0.1,5.9,8.3,0.2,0.6,0.7
TeMarcus Blanton,2016,37,37,0.2,0.2,0.2,10.4,0.1,6.9,0.1,4.9,3.4,0.8,0.6,0.1
Raheem Appleby,2013,37,37,1.8,0.8,1.6,18.5,1.3,19.7,2.3,40.0,17.8,13.2,0.6,0.0
Mike Kirland Jr.,2015,33,33,0.4,0.2,0.3,0.1,0.1,7.1,0.5,19.6,5.6,1.4,0.6,0.2
Jamar Pope,2014,29,29,0.2,0.4,0.3,0.2,0.2,18.2,0.3,13.6,5.7,1.4,0.6,0.2
Marcus Love,2014,29,29,0.2,0.2,0.5,0.3,0.1,5.9,0.2,8.8,6.1,1.3,0.6,0.4
Bear Henderson,2015,34,34,0.3,0.1,0.3,0.2,0.1,6.9,0.5,17.0,5.8,1.4,0.6,0.2
Dezmond McDaniel,2016,30,30,0.2,0.2,0.2,11.8,0.2,14.0,0.1,2.6,5.7,1.0,0.6,0.5
R.J. Curington,2013,33,33,0.3,0.1,0.5,13.8,0.3,8.7,0.3,6.7,5.0,2.2,0.6,0.2
John Azzinaro,2016,35,35,0.5,0.3,0.3,14.2,0.8,26.8,0.2,5.2,8.1,3.0,0.6,0.2
