full_name,season,games_started,games_played,avg_turnovers,avg_steals,avg_twos_made,avg_two_twos_pct,avg_threes_made,avg_threes_pct,avg_free_throws_made,avg_free_throws_pct,avg_minutes,avg_points,avg_rebounds,avg_assists
K.J. Smith,2017,37,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ar'Mond Davis,2017,36,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lawson Schaffer,2017,36,36,0.2,0.1,0.0,2.8,0.1,2.8,0.0,0.0,1.6,0.2,0.0,0.4
Nick King,2015,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Tevin Mack,2017,36,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Hudson,2016,36,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Fava,2017,34,34,0.1,0.0,0.1,5.9,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.1
Keith Stone,2015,36,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Juwan Parker,2015,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Hamidou Diallo,2016,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dillon Pulliam,2017,37,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Sam Malone,2013,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tod Lanter,2014,39,39,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,1.3,0.1,0.0,0.0
Braxton Bonds,2014,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Brandon Lopez,2013,37,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
Frank Byers,2015,37,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1,0.0,0.0
Cameron Alo,2017,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Corchiani,2016,37,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
Brandon Clarke,2017,37,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sasha Stefanovic,2017,37,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Jager,2017,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1
Quentin Taylor,2017,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Hunt Conroy,2017,32,32,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
T.J. Schlundt,2014,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Jordan Hill,2014,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Jordan Smith,2014,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
Ethan Happ,2014,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Joey Lane,2015,35,35,0.0,0.0,0.0,0.0,0.0,1.4,0.0,1.4,1.8,0.1,0.0,0.0
Gavin Schilling,2016,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Carter,2016,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Schwartz,2017,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Dylan Osetkowski,2016,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonard Allen,2017,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey Slate,2014,35,35,0.0,0.0,0.0,0.0,0.1,3.8,0.0,0.0,2.1,0.2,0.0,0.0
Mason Schoen,2015,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.6,0.0,0.0,0.0
Shawn Meyer,2014,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,0.0,0.0,0.0
Isaac Wulff,2017,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.0,0.1,0.1,0.0,0.0
Jake Connor,2015,36,36,0.0,0.0,0.1,0.1,0.1,4.6,0.0,0.0,4.0,0.5,0.0,0.1
Eris Winder,2014,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Heller,2014,36,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0
A.J. Lapray,2013,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Malcolm Allen,2014,37,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kameron Rooks,2014,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Corban Murphy,2014,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Cameron Gilbert,2014,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Witherill,2015,32,32,0.0,0.0,0.0,0.0,0.0,1.6,0.1,3.1,1.4,0.2,0.0,0.0
Sean McDermott,2015,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Campbell Donovan,2017,35,35,0.0,0.0,0.0,0.0,0.0,1.4,0.1,2.9,0.7,0.1,0.0,0.0
Peter Ryckbosch,2014,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leighton Schrand,2017,35,35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Matt Singleton,2017,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Nick Vanderpohl,2017,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Cam Marotta,2015,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.7,0.0,0.0,0.0
Matt Kennedy,2016,36,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
Justin Smith,2014,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Roland Nyama,2013,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vlad Shustov,2013,29,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quentin Bastian,2013,29,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patson Siame,2015,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Matej Buovac,2014,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Manu Giamoukis,2013,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Chu,2014,35,35,0.0,0.0,0.0,0.0,0.0,4.0,0.1,4.0,1.7,0.2,0.0,0.0
Daniel Relvao,2015,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Therence Mayimba,2014,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Michel-Ofik Nzege,2013,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johannes Dolven,2015,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Ibby Djimde,2013,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bilal Begic,2014,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Burnett,2014,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.1,0.0,0.0
Brandon Hitchman,2014,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Dusan Langura,2013,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Aparicio,2013,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remi Barry,2013,36,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onuralp Demirer,2016,32,32,0.3,0.3,0.3,8.3,0.0,0.0,0.3,12.5,1.1,0.9,0.0,0.0
Ivan Benkovic,2015,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Norville Carey,2015,29,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Bobby Xu,2015,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Nemanja Zubec,2016,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elias Desport,2013,31,31,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,1.0
DouDou Gueye,2014,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka Radovic,2014,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahima Diallo,2014,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Marek Soucek,2014,32,32,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,2.6,0.1,0.0,0.0
George Darling,2016,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgios Pilitsis,2013,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
Braiten Madrigal,2013,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paris Maragkos,2014,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Leon Tolksdorf,2014,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Tommy Ros,2016,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0
Evans Ganapamo,2015,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Restinel Lomotey,2016,29,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
Tristan Simmons,2015,27,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Sullivan Hernandez,2014,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
Kenneth Wachira,2014,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
Keeto Browne,2016,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Donlan,2013,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonothan Janssen,2014,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam McBeath,2015,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Jaden Weldon,2015,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Troy Reid-Knight,2016,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Braeden Anderson,2013,39,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manroop Clair,2013,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray Kasongo,2016,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Silas Adheke,2016,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Obekpa,2015,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Yemi Makanjoula,2014,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Stefan Jovanovic,2013,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Ward,2014,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.3,16.7,3.0,0.3,0.0,0.2
Reece Williams,2015,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Ethan O'Day,2013,33,33,0.0,0.0,0.3,11.1,0.0,0.0,0.3,16.7,7.0,1.0,0.0,0.0
Ryan Pierson,2013,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Ross,2014,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Jabrille Williams,2013,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Frank Okeke,2015,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Matt Miller,2013,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donny Belcher III,2015,29,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Jordan Shea,2014,29,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cam Miller,2013,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Terrence Smith,2014,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Nick Kornieck,2016,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omar El Manasterly,2013,30,30,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
Karlos Odum,2014,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Williamson,2016,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitchell McMullen,2015,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leo Vincent,2013,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Cramer,2013,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy Henderson,2014,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Ellis Williams,2015,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edon Molic,2014,35,35,0.1,0.0,0.0,0.0,0.1,10.0,0.0,0.0,1.2,0.3,0.0,0.0
George Davis III,2015,29,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Bobby Wehrli,2013,37,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Goines,2016,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Schwieterman,2015,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nick Haldes,2014,36,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
DC Gaitley,2014,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Nihad Musovic,2013,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Massimino,2013,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
Kamau,2014,32,32,0.1,0.0,0.1,0.1,0.1,5.9,0.1,5.9,1.0,0.4,0.0,0.0
Christian Johnston,2013,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hank Davis,2013,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O.J. Lewis,2013,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chandler Diekvoss,2014,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Jesse Pistokache,2016,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Grant Hollander,2014,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0
Jonathan Arledge,2013,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Plunkett,2013,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Youncofski,2013,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rory Temkin,2014,26,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Zach Turcotte,2014,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1
Jaylen Brantley,2017,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Opeyemi Olomo,2013,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Cavanaugh,2014,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaren Sina,2015,38,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Skyler White,2013,33,33,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Matt Hart,2014,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Skylar Scrivano,2015,36,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Haith,2015,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Isaiah Lewis,2016,32,32,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0
Mike Robbins,2015,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.2,1.8,0.1,0.0,0.0
Kaleb Castro,2016,32,32,0.0,0.0,0.0,0.0,0.1,7.4,0.0,0.0,0.5,0.2,0.0,0.0
Francis Edosomwan,2014,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0
Peyton Robbins,2014,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0
Marshall Guilmette,2015,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Sheldon McClellan,2013,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Seelye,2016,33,33,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
Daniel Green,2013,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Donlon,2016,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darryl Hicks,2013,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stilman White,2014,38,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.1
Chris Corchiani Jr.,2016,32,32,0.1,0.0,0.1,1.7,0.0,0.0,0.1,3.3,0.2,0.2,0.0,0.1
Sam Downey,2013,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ Edwards,2013,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khaliq Bedart Ghani,2013,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sem Kroon,2015,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Joe Sharkey,2013,28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Wilkinson,2015,28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Alex Rosenberg,2013,34,34,0.5,1.0,3.0,39.3,0.5,50.0,4.0,92.8,26.0,11.5,0.0,1.0
Matt Rennie,2013,28,28,0.0,0.0,0.5,50.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
Brandon McDonnell,2013,28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Shawn Simmons,2015,28,28,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1
Shawn Simmons,2016,28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Kenny Kaminski,2014,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Noble,2016,36,36,0.1,0.3,0.1,10.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0
Graham Dolan,2016,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaleb Mallory,2013,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocco Belcaster,2015,34,34,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Quinten Payne,2013,30,30,2.7,0.7,0.3,16.7,0.7,33.3,0.0,0.0,17.7,2.7,0.0,1.0
Jimmy Hall,2013,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Washington,2013,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Mayleben,2013,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tedaro France III,2015,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0
Janeau,2015,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanner Beachnau,2014,32,32,0.1,0.2,0.0,0.0,0.0,0.0,0.1,5.0,1.9,0.1,0.0,0.3
Daryl Kirkland,2015,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Jodan Price,2013,37,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joeviair Kennedy,2015,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Jordan Thomas,2014,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Wagner,2016,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay DeHaan,2014,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Will Halfon,2016,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Girardi,2016,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome Merritt,2016,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E. Victor Nickerson,2013,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cal Kennedy,2013,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Van Scyoc,2014,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Nick Amor,2014,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0
Paul Jesperson,2013,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernard Cherestal,2016,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Aaron Siler,2015,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Alex Perez,2015,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Charles Rushman,2014,33,33,0.0,0.0,0.1,0.1,0.0,0.0,0.1,3.3,3.2,0.3,0.0,0.1
Marcus Marshall,2015,38,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Ethan Michael,2013,30,30,0.3,0.0,0.0,0.0,0.3,25.0,0.0,0.0,1.8,0.8,0.0,0.3
Nick Jorgensen,2015,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Dylan Clark,2015,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lake Lutes,2014,31,31,0.0,0.0,0.0,0.0,0.1,6.0,0.0,0.0,2.0,0.2,0.0,0.0
Joe Hanstad,2013,34,34,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
Chris Nealey,2014,34,34,0.0,0.1,0.0,0.0,0.0,0.0,0.1,3.6,2.7,0.1,0.0,0.0
John Gillon,2013,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dantiel Daniels,2013,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
